review_id,customer_id,product_id,rating,review_text
REV-000037,CUST-00326,PROD-0208,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000038,CUST-00351,PROD-0104,5,Top notch quality and premium packaging.
REV-000039,CUST-01492,PROD-0023,4,Top notch quality and premium packaging.
REV-000040,CUST-02132,PROD-0137,2,Customer service was slow to respond to my refund query.
REV-000041,CUST-03283,PROD-0162,5,Great product quality and fast shipping. Will buy again.
REV-000042,CUST-02837,PROD-0068,4,Extremely satisfied with this purchase! Highly recommended.
REV-000043,CUST-02047,PROD-0135,5,Extremely satisfied with this purchase! Highly recommended.
REV-000044,CUST-02173,PROD-0166,5,Extremely satisfied with this purchase! Highly recommended.
REV-000045,CUST-01217,PROD-0026,4,Extremely satisfied with this purchase! Highly recommended.
REV-000046,CUST-03051,PROD-0048,4,Extremely satisfied with this purchase! Highly recommended.
REV-000047,CUST-02130,PROD-0063,5,Top notch quality and premium packaging.
REV-000048,CUST-02693,PROD-0236,4,Exceeded my expectations! Excellent customer service.
REV-000049,CUST-00204,PROD-0036,4,Great product quality and fast shipping. Will buy again.
REV-000050,CUST-02091,PROD-0161,4,Exceeded my expectations! Excellent customer service.
REV-000051,CUST-03236,PROD-0215,3,Average product. Does the job but nothing extraordinary.
REV-000052,CUST-00727,PROD-0211,4,Exceeded my expectations! Excellent customer service.
REV-000053,CUST-01734,PROD-0100,3,Average product. Does the job but nothing extraordinary.
REV-000054,CUST-03116,PROD-0113,5,Top notch quality and premium packaging.
REV-000055,CUST-00956,PROD-0032,4,Great product quality and fast shipping. Will buy again.
REV-000056,CUST-00414,PROD-0100,5,Exceeded my expectations! Excellent customer service.
REV-000057,CUST-01205,PROD-0192,5,Top notch quality and premium packaging.
REV-000058,CUST-02309,PROD-0006,1,Would not recommend. Cheap materials used.
REV-000059,CUST-03459,PROD-0186,5,Great product quality and fast shipping. Will buy again.
REV-000060,CUST-02373,PROD-0091,4,Top notch quality and premium packaging.
REV-000061,CUST-01960,PROD-0123,4,Great product quality and fast shipping. Will buy again.
REV-000062,CUST-01516,PROD-0083,3,Average product. Does the job but nothing extraordinary.
REV-000063,CUST-00239,PROD-0174,5,Great product quality and fast shipping. Will buy again.
REV-000064,CUST-02811,PROD-0109,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000065,CUST-01256,PROD-0198,4,Exceeded my expectations! Excellent customer service.
REV-000066,CUST-01529,PROD-0133,3,Average product. Does the job but nothing extraordinary.
REV-000067,CUST-00028,PROD-0212,5,Exceeded my expectations! Excellent customer service.
REV-000068,CUST-01870,PROD-0073,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000069,CUST-01886,PROD-0151,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000070,CUST-01457,PROD-0068,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000071,CUST-00118,PROD-0129,5,Great product quality and fast shipping. Will buy again.
REV-000072,CUST-02979,PROD-0224,4,Top notch quality and premium packaging.
REV-000073,CUST-00676,PROD-0019,1,Customer service was slow to respond to my refund query.
REV-000074,CUST-01253,PROD-0174,5,Exceeded my expectations! Excellent customer service.
REV-000075,CUST-01965,PROD-0126,4,"Very reliable product, works perfectly as described."
REV-000076,CUST-03176,PROD-0135,4,Exceeded my expectations! Excellent customer service.
REV-000077,CUST-03308,PROD-0106,5,"Very reliable product, works perfectly as described."
REV-000078,CUST-01231,PROD-0036,3,Average product. Does the job but nothing extraordinary.
REV-000079,CUST-00181,PROD-0084,4,Exceeded my expectations! Excellent customer service.
REV-000080,CUST-00178,PROD-0157,3,Average product. Does the job but nothing extraordinary.
REV-000081,CUST-02209,PROD-0187,4,Top notch quality and premium packaging.
REV-000082,CUST-00631,PROD-0045,5,Extremely satisfied with this purchase! Highly recommended.
REV-000083,CUST-02670,PROD-0031,1,Would not recommend. Cheap materials used.
REV-000084,CUST-01718,PROD-0217,5,Extremely satisfied with this purchase! Highly recommended.
REV-000085,CUST-02184,PROD-0107,4,Top notch quality and premium packaging.
REV-000086,CUST-01828,PROD-0214,3,Average product. Does the job but nothing extraordinary.
REV-000087,CUST-03373,PROD-0059,3,Average product. Does the job but nothing extraordinary.
REV-000088,CUST-00269,PROD-0208,2,Customer service was slow to respond to my refund query.
REV-000089,CUST-01217,PROD-0173,4,Top notch quality and premium packaging.
REV-000090,CUST-01341,PROD-0172,1,Would not recommend. Cheap materials used.
REV-000091,CUST-00786,PROD-0190,5,Great product quality and fast shipping. Will buy again.
REV-000092,CUST-02052,PROD-0180,4,Exceeded my expectations! Excellent customer service.
REV-000093,CUST-00056,PROD-0143,3,Average product. Does the job but nothing extraordinary.
REV-000094,CUST-03236,PROD-0150,3,Average product. Does the job but nothing extraordinary.
REV-000095,CUST-02412,PROD-0163,4,Great product quality and fast shipping. Will buy again.
REV-000096,CUST-02323,PROD-0076,3,Average product. Does the job but nothing extraordinary.
REV-000097,CUST-02903,PROD-0166,5,Extremely satisfied with this purchase! Highly recommended.
REV-000098,CUST-02356,PROD-0237,3,Average product. Does the job but nothing extraordinary.
REV-000099,CUST-00342,PROD-0201,5,Extremely satisfied with this purchase! Highly recommended.
REV-000100,CUST-03455,PROD-0113,4,"Very reliable product, works perfectly as described."
REV-000101,CUST-03306,PROD-0086,4,Great product quality and fast shipping. Will buy again.
REV-000102,CUST-02740,PROD-0229,5,Exceeded my expectations! Excellent customer service.
REV-000103,CUST-01484,PROD-0021,4,"Very reliable product, works perfectly as described."
REV-000104,CUST-02650,PROD-0195,5,Extremely satisfied with this purchase! Highly recommended.
REV-000105,CUST-03477,PROD-0237,4,Top notch quality and premium packaging.
REV-000106,CUST-01636,PROD-0157,3,Average product. Does the job but nothing extraordinary.
REV-000107,CUST-00794,PROD-0061,4,Extremely satisfied with this purchase! Highly recommended.
REV-000108,CUST-00270,PROD-0098,4,Great product quality and fast shipping. Will buy again.
REV-000109,CUST-03144,PROD-0181,4,Extremely satisfied with this purchase! Highly recommended.
REV-000110,CUST-00734,PROD-0081,3,Average product. Does the job but nothing extraordinary.
REV-000111,CUST-03053,PROD-0056,4,Top notch quality and premium packaging.
REV-000112,CUST-00957,PROD-0187,4,Extremely satisfied with this purchase! Highly recommended.
REV-000113,CUST-01941,PROD-0049,4,Exceeded my expectations! Excellent customer service.
REV-000114,CUST-02707,PROD-0087,4,Great product quality and fast shipping. Will buy again.
REV-000115,CUST-01421,PROD-0063,4,"Very reliable product, works perfectly as described."
REV-000116,CUST-01684,PROD-0037,5,Exceeded my expectations! Excellent customer service.
REV-000117,CUST-02994,PROD-0129,5,Extremely satisfied with this purchase! Highly recommended.
REV-000118,CUST-03497,PROD-0084,3,Average product. Does the job but nothing extraordinary.
REV-000119,CUST-00013,PROD-0063,4,Exceeded my expectations! Excellent customer service.
REV-000120,CUST-02804,PROD-0150,1,Customer service was slow to respond to my refund query.
REV-000121,CUST-01573,PROD-0015,5,Exceeded my expectations! Excellent customer service.
REV-000122,CUST-03368,PROD-0099,4,Great product quality and fast shipping. Will buy again.
REV-000123,CUST-01467,PROD-0165,4,Great product quality and fast shipping. Will buy again.
REV-000124,CUST-00141,PROD-0109,4,Extremely satisfied with this purchase! Highly recommended.
REV-000125,CUST-02794,PROD-0007,4,Exceeded my expectations! Excellent customer service.
REV-000126,CUST-03216,PROD-0020,5,Extremely satisfied with this purchase! Highly recommended.
REV-000127,CUST-02747,PROD-0101,5,"Very reliable product, works perfectly as described."
REV-000128,CUST-01160,PROD-0157,2,Customer service was slow to respond to my refund query.
REV-000129,CUST-00032,PROD-0166,3,Average product. Does the job but nothing extraordinary.
REV-000130,CUST-02050,PROD-0210,5,Exceeded my expectations! Excellent customer service.
REV-000131,CUST-02394,PROD-0018,1,Item arrived late and damaged. Dissatisfied with quality.
REV-000132,CUST-00530,PROD-0020,3,Average product. Does the job but nothing extraordinary.
REV-000133,CUST-01967,PROD-0182,4,"Very reliable product, works perfectly as described."
REV-000134,CUST-01504,PROD-0211,5,Extremely satisfied with this purchase! Highly recommended.
REV-000135,CUST-02204,PROD-0224,4,Extremely satisfied with this purchase! Highly recommended.
REV-000136,CUST-03478,PROD-0101,3,Average product. Does the job but nothing extraordinary.
REV-000137,CUST-01386,PROD-0147,3,Average product. Does the job but nothing extraordinary.
REV-000138,CUST-03173,PROD-0239,3,Average product. Does the job but nothing extraordinary.
REV-000139,CUST-01055,PROD-0156,2,Customer service was slow to respond to my refund query.
REV-000140,CUST-01272,PROD-0002,4,Great product quality and fast shipping. Will buy again.
REV-000141,CUST-02590,PROD-0147,4,Extremely satisfied with this purchase! Highly recommended.
REV-000142,CUST-02959,PROD-0082,4,"Very reliable product, works perfectly as described."
REV-000143,CUST-01365,PROD-0204,4,Great product quality and fast shipping. Will buy again.
REV-000144,CUST-01065,PROD-0241,3,Average product. Does the job but nothing extraordinary.
REV-000145,CUST-01864,PROD-0215,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000146,CUST-02995,PROD-0042,5,Extremely satisfied with this purchase! Highly recommended.
REV-000147,CUST-01341,PROD-0070,4,Top notch quality and premium packaging.
REV-000148,CUST-01886,PROD-0179,3,Average product. Does the job but nothing extraordinary.
REV-000149,CUST-01199,PROD-0153,2,Customer service was slow to respond to my refund query.
REV-000150,CUST-01186,PROD-0127,4,"Very reliable product, works perfectly as described."
REV-000151,CUST-01808,PROD-0097,4,Exceeded my expectations! Excellent customer service.
REV-000152,CUST-02160,PROD-0008,4,Exceeded my expectations! Excellent customer service.
REV-000153,CUST-00813,PROD-0145,3,Average product. Does the job but nothing extraordinary.
REV-000154,CUST-02089,PROD-0029,5,Top notch quality and premium packaging.
REV-000155,CUST-01367,PROD-0092,4,"Very reliable product, works perfectly as described."
REV-000156,CUST-01190,PROD-0225,2,Not worth the price. Stopped working after 3 days.
REV-000157,CUST-02087,PROD-0139,3,Average product. Does the job but nothing extraordinary.
REV-000158,CUST-00607,PROD-0169,5,"Very reliable product, works perfectly as described."
REV-000159,CUST-02732,PROD-0163,3,Average product. Does the job but nothing extraordinary.
REV-000160,CUST-01006,PROD-0077,3,Average product. Does the job but nothing extraordinary.
REV-000161,CUST-01058,PROD-0042,1,Customer service was slow to respond to my refund query.
REV-000162,CUST-03365,PROD-0189,4,Great product quality and fast shipping. Will buy again.
REV-000163,CUST-00306,PROD-0058,4,Top notch quality and premium packaging.
REV-000164,CUST-02263,PROD-0118,4,Extremely satisfied with this purchase! Highly recommended.
REV-000165,CUST-02473,PROD-0143,5,Top notch quality and premium packaging.
REV-000166,CUST-01642,PROD-0205,5,Top notch quality and premium packaging.
REV-000167,CUST-03066,PROD-0146,3,Average product. Does the job but nothing extraordinary.
REV-000168,CUST-02264,PROD-0007,3,Average product. Does the job but nothing extraordinary.
REV-000169,CUST-01973,PROD-0078,5,Extremely satisfied with this purchase! Highly recommended.
REV-000170,CUST-03444,PROD-0098,1,Poor packaging and wrong color sent.
REV-000171,CUST-01465,PROD-0046,3,Average product. Does the job but nothing extraordinary.
REV-000172,CUST-03284,PROD-0040,4,"Very reliable product, works perfectly as described."
REV-000173,CUST-01641,PROD-0035,1,Poor packaging and wrong color sent.
REV-000174,CUST-01938,PROD-0091,3,Average product. Does the job but nothing extraordinary.
REV-000175,CUST-02307,PROD-0098,4,Exceeded my expectations! Excellent customer service.
REV-000176,CUST-00791,PROD-0194,5,Exceeded my expectations! Excellent customer service.
REV-000177,CUST-02355,PROD-0156,3,Average product. Does the job but nothing extraordinary.
REV-000178,CUST-00971,PROD-0064,5,Exceeded my expectations! Excellent customer service.
REV-000179,CUST-01225,PROD-0003,4,Great product quality and fast shipping. Will buy again.
REV-000180,CUST-03223,PROD-0009,4,Top notch quality and premium packaging.
REV-000181,CUST-03456,PROD-0092,1,Customer service was slow to respond to my refund query.
REV-000182,CUST-02730,PROD-0111,3,Average product. Does the job but nothing extraordinary.
REV-000183,CUST-01186,PROD-0108,5,"Very reliable product, works perfectly as described."
REV-000184,CUST-03006,PROD-0172,4,Exceeded my expectations! Excellent customer service.
REV-000185,CUST-03116,PROD-0209,4,Extremely satisfied with this purchase! Highly recommended.
REV-000186,CUST-00927,PROD-0133,2,Customer service was slow to respond to my refund query.
REV-000187,CUST-00933,PROD-0168,5,Exceeded my expectations! Excellent customer service.
REV-000188,CUST-00867,PROD-0242,3,Average product. Does the job but nothing extraordinary.
REV-000189,CUST-03364,PROD-0156,3,Average product. Does the job but nothing extraordinary.
REV-000190,CUST-01790,PROD-0014,5,Exceeded my expectations! Excellent customer service.
REV-000191,CUST-02316,PROD-0011,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000192,CUST-03088,PROD-0128,5,Top notch quality and premium packaging.
REV-000193,CUST-00398,PROD-0127,3,Average product. Does the job but nothing extraordinary.
REV-000194,CUST-01727,PROD-0232,4,"Very reliable product, works perfectly as described."
REV-000195,CUST-00969,PROD-0213,5,Exceeded my expectations! Excellent customer service.
REV-000196,CUST-03145,PROD-0049,5,Exceeded my expectations! Excellent customer service.
REV-000197,CUST-00618,PROD-0153,4,Extremely satisfied with this purchase! Highly recommended.
REV-000198,CUST-02397,PROD-0142,4,Extremely satisfied with this purchase! Highly recommended.
REV-000199,CUST-02930,PROD-0077,1,Customer service was slow to respond to my refund query.
REV-000200,CUST-02163,PROD-0008,4,"Very reliable product, works perfectly as described."
REV-000201,CUST-02900,PROD-0140,4,"Very reliable product, works perfectly as described."
REV-000202,CUST-02553,PROD-0013,3,Average product. Does the job but nothing extraordinary.
REV-000203,CUST-00475,PROD-0211,4,"Very reliable product, works perfectly as described."
REV-000204,CUST-01019,PROD-0095,2,Would not recommend. Cheap materials used.
REV-000205,CUST-00873,PROD-0084,2,Customer service was slow to respond to my refund query.
REV-000206,CUST-02347,PROD-0062,5,"Very reliable product, works perfectly as described."
REV-000207,CUST-01044,PROD-0088,5,Top notch quality and premium packaging.
REV-000208,CUST-01750,PROD-0115,5,"Very reliable product, works perfectly as described."
REV-000209,CUST-01967,PROD-0079,5,Great product quality and fast shipping. Will buy again.
REV-000210,CUST-02649,PROD-0096,4,Exceeded my expectations! Excellent customer service.
REV-000211,CUST-01244,PROD-0242,5,Top notch quality and premium packaging.
REV-000212,CUST-00266,PROD-0101,4,Extremely satisfied with this purchase! Highly recommended.
REV-000213,CUST-01428,PROD-0094,5,Top notch quality and premium packaging.
REV-000214,CUST-01393,PROD-0134,3,Average product. Does the job but nothing extraordinary.
REV-000215,CUST-00723,PROD-0113,4,Great product quality and fast shipping. Will buy again.
REV-000216,CUST-00329,PROD-0131,5,Extremely satisfied with this purchase! Highly recommended.
REV-000217,CUST-02747,PROD-0015,4,Extremely satisfied with this purchase! Highly recommended.
REV-000218,CUST-02020,PROD-0082,4,"Very reliable product, works perfectly as described."
REV-000219,CUST-02628,PROD-0206,4,Extremely satisfied with this purchase! Highly recommended.
REV-000220,CUST-02439,PROD-0201,1,Would not recommend. Cheap materials used.
REV-000221,CUST-00552,PROD-0095,3,Average product. Does the job but nothing extraordinary.
REV-000222,CUST-00670,PROD-0207,4,Exceeded my expectations! Excellent customer service.
REV-000223,CUST-00022,PROD-0236,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000224,CUST-03372,PROD-0170,5,Extremely satisfied with this purchase! Highly recommended.
REV-000225,CUST-02435,PROD-0003,1,Customer service was slow to respond to my refund query.
REV-000226,CUST-00280,PROD-0182,2,Customer service was slow to respond to my refund query.
REV-000227,CUST-03123,PROD-0009,3,Average product. Does the job but nothing extraordinary.
REV-000228,CUST-02005,PROD-0035,4,"Very reliable product, works perfectly as described."
REV-000229,CUST-00695,PROD-0008,3,Average product. Does the job but nothing extraordinary.
REV-000230,CUST-00198,PROD-0124,5,Exceeded my expectations! Excellent customer service.
REV-000231,CUST-01522,PROD-0202,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000232,CUST-02856,PROD-0175,4,"Very reliable product, works perfectly as described."
REV-000233,CUST-03244,PROD-0067,3,Average product. Does the job but nothing extraordinary.
REV-000234,CUST-01348,PROD-0076,3,Average product. Does the job but nothing extraordinary.
REV-000235,CUST-00584,PROD-0228,1,Customer service was slow to respond to my refund query.
REV-000236,CUST-02416,PROD-0080,3,Average product. Does the job but nothing extraordinary.
REV-000237,CUST-01763,PROD-0185,5,Exceeded my expectations! Excellent customer service.
REV-000238,CUST-01275,PROD-0174,3,Average product. Does the job but nothing extraordinary.
REV-000239,CUST-02385,PROD-0134,4,"Very reliable product, works perfectly as described."
REV-000240,CUST-01552,PROD-0052,5,Top notch quality and premium packaging.
REV-000241,CUST-01223,PROD-0077,5,"Very reliable product, works perfectly as described."
REV-000242,CUST-02448,PROD-0228,5,Extremely satisfied with this purchase! Highly recommended.
REV-000243,CUST-01235,PROD-0224,4,Extremely satisfied with this purchase! Highly recommended.
REV-000244,CUST-02867,PROD-0030,5,Great product quality and fast shipping. Will buy again.
REV-000245,CUST-02010,PROD-0197,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000246,CUST-02756,PROD-0190,2,Not worth the price. Stopped working after 3 days.
REV-000247,CUST-03060,PROD-0179,4,Great product quality and fast shipping. Will buy again.
REV-000248,CUST-02142,PROD-0216,5,Great product quality and fast shipping. Will buy again.
REV-000249,CUST-01664,PROD-0212,5,"Very reliable product, works perfectly as described."
REV-000250,CUST-01626,PROD-0036,4,"Very reliable product, works perfectly as described."
REV-000251,CUST-00070,PROD-0006,5,Great product quality and fast shipping. Will buy again.
REV-000252,CUST-03227,PROD-0193,5,Great product quality and fast shipping. Will buy again.
REV-000253,CUST-02561,PROD-0152,3,Average product. Does the job but nothing extraordinary.
REV-000254,CUST-03375,PROD-0177,4,Extremely satisfied with this purchase! Highly recommended.
REV-000255,CUST-01165,PROD-0240,4,Extremely satisfied with this purchase! Highly recommended.
REV-000256,CUST-00730,PROD-0036,5,Great product quality and fast shipping. Will buy again.
REV-000257,CUST-01250,PROD-0027,5,Top notch quality and premium packaging.
REV-000258,CUST-03044,PROD-0172,4,Exceeded my expectations! Excellent customer service.
REV-000259,CUST-02227,PROD-0178,1,Poor packaging and wrong color sent.
REV-000260,CUST-01702,PROD-0207,1,Customer service was slow to respond to my refund query.
REV-000261,CUST-00917,PROD-0035,3,Average product. Does the job but nothing extraordinary.
REV-000262,CUST-01610,PROD-0088,4,Exceeded my expectations! Excellent customer service.
REV-000263,CUST-00868,PROD-0143,3,Average product. Does the job but nothing extraordinary.
REV-000264,CUST-02072,PROD-0097,1,Item arrived late and damaged. Dissatisfied with quality.
REV-000265,CUST-00915,PROD-0041,4,Top notch quality and premium packaging.
REV-000266,CUST-03289,PROD-0087,4,Extremely satisfied with this purchase! Highly recommended.
REV-000267,CUST-02024,PROD-0131,5,Great product quality and fast shipping. Will buy again.
REV-000268,CUST-01649,PROD-0136,5,"Very reliable product, works perfectly as described."
REV-000269,CUST-01807,PROD-0064,5,Extremely satisfied with this purchase! Highly recommended.
REV-000270,CUST-01843,PROD-0039,3,Average product. Does the job but nothing extraordinary.
REV-000271,CUST-01473,PROD-0135,3,Average product. Does the job but nothing extraordinary.
REV-000272,CUST-02762,PROD-0115,5,"Very reliable product, works perfectly as described."
REV-000273,CUST-02719,PROD-0201,5,Great product quality and fast shipping. Will buy again.
REV-000274,CUST-02638,PROD-0013,2,Would not recommend. Cheap materials used.
REV-000275,CUST-01898,PROD-0241,4,Exceeded my expectations! Excellent customer service.
REV-000276,CUST-00629,PROD-0208,4,"Very reliable product, works perfectly as described."
REV-000277,CUST-03102,PROD-0050,5,Exceeded my expectations! Excellent customer service.
REV-000278,CUST-02733,PROD-0008,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000279,CUST-00914,PROD-0208,3,Average product. Does the job but nothing extraordinary.
REV-000280,CUST-01262,PROD-0035,3,Average product. Does the job but nothing extraordinary.
REV-000281,CUST-03358,PROD-0093,5,Extremely satisfied with this purchase! Highly recommended.
REV-000282,CUST-02478,PROD-0145,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000283,CUST-02175,PROD-0120,4,"Very reliable product, works perfectly as described."
REV-000284,CUST-01458,PROD-0018,4,Great product quality and fast shipping. Will buy again.
REV-000285,CUST-00594,PROD-0230,4,Extremely satisfied with this purchase! Highly recommended.
REV-000286,CUST-00005,PROD-0010,1,Not worth the price. Stopped working after 3 days.
REV-000287,CUST-00807,PROD-0201,1,Would not recommend. Cheap materials used.
REV-000288,CUST-00596,PROD-0069,3,Average product. Does the job but nothing extraordinary.
REV-000289,CUST-00122,PROD-0031,5,"Very reliable product, works perfectly as described."
REV-000290,CUST-02150,PROD-0073,3,Average product. Does the job but nothing extraordinary.
REV-000291,CUST-01473,PROD-0059,3,Average product. Does the job but nothing extraordinary.
REV-000292,CUST-02200,PROD-0090,5,Great product quality and fast shipping. Will buy again.
REV-000293,CUST-01360,PROD-0059,5,Top notch quality and premium packaging.
REV-000294,CUST-00649,PROD-0215,2,Poor packaging and wrong color sent.
REV-000295,CUST-02393,PROD-0039,2,Would not recommend. Cheap materials used.
REV-000296,CUST-02993,PROD-0244,4,Exceeded my expectations! Excellent customer service.
REV-000297,CUST-03215,PROD-0042,4,Extremely satisfied with this purchase! Highly recommended.
REV-000298,CUST-03168,PROD-0104,2,Customer service was slow to respond to my refund query.
REV-000299,CUST-03206,PROD-0169,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000300,CUST-00615,PROD-0017,4,Exceeded my expectations! Excellent customer service.
REV-000301,CUST-00144,PROD-0008,4,Extremely satisfied with this purchase! Highly recommended.
REV-000302,CUST-02372,PROD-0190,5,"Very reliable product, works perfectly as described."
REV-000303,CUST-00816,PROD-0001,3,Average product. Does the job but nothing extraordinary.
REV-000304,CUST-01716,PROD-0091,4,Extremely satisfied with this purchase! Highly recommended.
REV-000305,CUST-00188,PROD-0206,5,Great product quality and fast shipping. Will buy again.
REV-000306,CUST-00951,PROD-0173,5,"Very reliable product, works perfectly as described."
REV-000307,CUST-01607,PROD-0022,4,Top notch quality and premium packaging.
REV-000308,CUST-00030,PROD-0165,5,Top notch quality and premium packaging.
REV-000309,CUST-02397,PROD-0232,5,Extremely satisfied with this purchase! Highly recommended.
REV-000310,CUST-03298,PROD-0182,4,"Very reliable product, works perfectly as described."
REV-000311,CUST-01846,PROD-0091,5,Top notch quality and premium packaging.
REV-000312,CUST-01759,PROD-0143,3,Average product. Does the job but nothing extraordinary.
REV-000313,CUST-02703,PROD-0111,2,Would not recommend. Cheap materials used.
REV-000314,CUST-00806,PROD-0047,4,Great product quality and fast shipping. Will buy again.
REV-000315,CUST-02791,PROD-0142,4,Extremely satisfied with this purchase! Highly recommended.
REV-000316,CUST-00517,PROD-0039,4,Extremely satisfied with this purchase! Highly recommended.
REV-000317,CUST-00209,PROD-0029,1,Would not recommend. Cheap materials used.
REV-000318,CUST-02075,PROD-0095,5,Exceeded my expectations! Excellent customer service.
REV-000319,CUST-00583,PROD-0122,4,"Very reliable product, works perfectly as described."
REV-000320,CUST-02672,PROD-0155,5,"Very reliable product, works perfectly as described."
REV-000321,CUST-03154,PROD-0160,4,"Very reliable product, works perfectly as described."
REV-000322,CUST-03434,PROD-0021,2,Poor packaging and wrong color sent.
REV-000323,CUST-02891,PROD-0066,4,Great product quality and fast shipping. Will buy again.
REV-000324,CUST-00441,PROD-0182,1,Would not recommend. Cheap materials used.
REV-000325,CUST-00314,PROD-0219,4,"Very reliable product, works perfectly as described."
REV-000326,CUST-02471,PROD-0214,2,Would not recommend. Cheap materials used.
REV-000327,CUST-03463,PROD-0211,1,Not worth the price. Stopped working after 3 days.
REV-000328,CUST-00585,PROD-0065,5,Extremely satisfied with this purchase! Highly recommended.
REV-000329,CUST-00152,PROD-0045,5,"Very reliable product, works perfectly as described."
REV-000330,CUST-02112,PROD-0222,4,Extremely satisfied with this purchase! Highly recommended.
REV-000331,CUST-00116,PROD-0105,2,Not worth the price. Stopped working after 3 days.
REV-000332,CUST-02790,PROD-0177,3,Average product. Does the job but nothing extraordinary.
REV-000333,CUST-01159,PROD-0080,2,Item arrived late and damaged. Dissatisfied with quality.
REV-000334,CUST-00207,PROD-0020,3,Average product. Does the job but nothing extraordinary.
REV-000335,CUST-00556,PROD-0184,4,Extremely satisfied with this purchase! Highly recommended.
REV-000336,CUST-00502,PROD-0048,3,Average product. Does the job but nothing extraordinary.
REV-000337,CUST-01402,PROD-0119,5,Top notch quality and premium packaging.
REV-000338,CUST-01951,PROD-0138,4,"Very reliable product, works perfectly as described."
REV-000339,CUST-00589,PROD-0186,2,Customer service was slow to respond to my refund query.
REV-000340,CUST-00042,PROD-0048,4,"Very reliable product, works perfectly as described."
REV-000341,CUST-00372,PROD-0046,4,Top notch quality and premium packaging.
REV-000342,CUST-02587,PROD-0149,3,Average product. Does the job but nothing extraordinary.
REV-000343,CUST-02731,PROD-0056,4,Exceeded my expectations! Excellent customer service.
